73 material,,
µi,Br,Hc
2500,1100,0.18
Frequency(Hz),µ',µ''
10000,2517.827873,12.07346592
50000,2393.625815,18.03003008
75000,2389.549851,23.53543993
100000,2385.842052,27.72059684
200000,2407.482973,49.71487284
300000,2461.488126,85.48058847
400000,2537.405805,163.7293196
500000,2600.616404,291.4199856
600000,2618.33694,458.1475607
666000,2603.815469,569.8896903
800000,2524.265363,771.5666929
1000000,2374.429375,1076.778311
2000000,1392.669355,1307.648263
3000000,960.0885382,1131.994005
5000000,625.9565938,897.22561
7000000,455.6896055,779.7749242
10000000,287.1192992,663.4624906
12000000,210.0056718,596.3175426
15000000,129.9092967,509.6337668
18000000,80.49853773,438.584782
20000000,57.53606044,399.2570678
25000000,22.09894265,320.8453675
30000000,4.059961397,264.3082385
40000000,-9.944654161,189.7475398
50000000,-12.57107519,145.1405868
60000000,-11.80610626,116.2237735
80000000,-8.516388697,81.84859227
100000000,-5.492369278,62.77496189
